index,symbol,name,date,isEnabled,type,iexId
1351,CHK-D,Chesapeake Energy Corporation Convertible Preferred,7/19/2018,TRUE,ps,1216
1352,CHKE,Cherokee Inc.,7/19/2018,TRUE,cs,1217
1353,CHKP,Check Point Software Technologies Ltd.,7/19/2018,TRUE,cs,1218
1354,CHKR,Chesapeake Granite Wash Trust representing beneficial interests in the Trust,7/19/2018,TRUE,cs,1219
1355,CHL,China Mobile Limited,7/19/2018,TRUE,cs,1220
1356,CHMA,Chiasma Inc.,7/19/2018,TRUE,cs,10132
1357,CHMG,Chemung Financial Corp,7/19/2018,TRUE,cs,1223
1358,CHMI,Cherry Hill Mortgage Investment Corporation,7/19/2018,TRUE,cs,7827
1359,CHMI-A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,13311
1360,CHN,China Fund Inc. (The),7/19/2018,TRUE,cs,1225
1361,CHNR,China Natural Resources Inc.,7/19/2018,TRUE,cs,1226
1362,CHRA,Charah Solutions Inc.,7/19/2018,TRUE,cs,14651
1363,CHRS,Coherus BioSciences Inc.,7/19/2018,TRUE,cs,9444
1364,CHRW,C.H. Robinson Worldwide Inc.,7/19/2018,TRUE,cs,1230
1365,CHS,Chico's FAS Inc.,7/19/2018,TRUE,cs,1231
1366,CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,7/19/2018,TRUE,ps,9683
1367,CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,7/19/2018,TRUE,ps,9270
1368,CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,7/19/2018,TRUE,ps,8456
1369,CHSCO,CHS Inc Class B Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,7808
1370,CHSCP,CHS Inc 8%  Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,1232
1371,CHSP,Chesapeake Lodging Trust of Beneficial Interest,7/19/2018,TRUE,cs,1233
1372,CHT,Chunghwa Telecom Co. Ltd.,7/19/2018,TRUE,cs,1235
1373,CHTR,Charter Communications Inc.,7/19/2018,TRUE,cs,11393
1374,CHU,China Unicom (Hong Kong) Ltd,7/19/2018,TRUE,cs,1238
1375,CHUY,Chuy's Holdings Inc.,7/19/2018,TRUE,cs,1239
1376,CHW,Calamos Global Dynamic Income Fund,7/19/2018,TRUE,cs,1240
1377,CHY,Calamos Convertible and High Income Fund,7/19/2018,TRUE,cs,1243
1378,CI,Cigna Corporation,7/19/2018,TRUE,cs,1245
1379,CIA,Citizens Inc. Class A ($1.00 Par),7/19/2018,TRUE,cs,1246
1380,CIB,BanColombia S.A.,7/19/2018,TRUE,cs,1247
1381,CIBR,First Trust NASDAQ CEA Cybersecurity ETF,7/19/2018,TRUE,N/A,10263
1382,CIC,Capitol Investment Corp. IV Class A,7/19/2018,TRUE,cs,13485
1383,CIC+,,7/19/2018,TRUE,N/A,13510
1384,CIC=,Capitol Investment Corp. IV Units each consisting of One Class A Ordinary Share and One-Third of One redeemable Warrant,7/19/2018,TRUE,su,13274
1385,CID,Compass EMP International High Dividend 100 Volati,7/19/2018,TRUE,N/A,10360
1386,CIDM,Cinedigm Corp,7/19/2018,TRUE,cs,1248
1387,CIEN,Ciena Corporation,7/19/2018,TRUE,cs,1250
1388,CIF,MFS Intermediate High Income Fund,7/19/2018,TRUE,cs,1251
1389,CIFS,China Internet Nationwide Financial Services Inc.,7/19/2018,TRUE,cs,13221
1390,CIG,Comp En De Mn Cemig ADS American Depositary Shares,7/19/2018,TRUE,cs,1253
1391,CIG.C,Comp En De Mn Cemig ADS American Depositary Receipts,7/19/2018,TRUE,cs,1254
1392,CIGI,Colliers International Group Inc.,7/19/2018,TRUE,cs,2663
1393,CII,Blackrock Capital and Income Fund Inc.,7/19/2018,TRUE,cs,1255
1394,CIK,Credit Suisse Asset Management Income Fund Inc.,7/19/2018,TRUE,cs,1256
1395,CIL,Compass EMP International 500 Volatility Weighted,7/19/2018,TRUE,N/A,10361
1396,CIM,Chimera Investment Corporation,7/19/2018,TRUE,cs,1257
1397,CIM-A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,11983
1398,CIM-B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,12427
1399,CINF,Cincinnati Financial Corporation,7/19/2018,TRUE,cs,1259
1400,CINR,Ciner Resources LP representing Limited Partner Interests,7/19/2018,TRUE,cs,7754
1401,CIO,City Office REIT Inc.,7/19/2018,TRUE,cs,8218
1402,CIO-A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,11928
1403,CIR,CIRCOR International Inc.,7/19/2018,TRUE,cs,1260
1404,CISN,Cision Ltd.,7/19/2018,TRUE,cs,13083
1405,CIT,CIT Group Inc (DEL),7/19/2018,TRUE,cs,1265
1406,CIU,iShares Intermediate Credit Bond ETF,7/19/2018,TRUE,et,1267
1407,CIVB,Civista Bancshares Inc.,7/19/2018,TRUE,cs,2453
1408,CIVBP,Civista Bancshares Inc. Depositary Shares Each Representing a 1/40th Interest in a 6.50% Noncumulative Redeemable Convertible Perpetual Preferred Share Series B,7/19/2018,TRUE,ps,8177
1409,CIVEC,Causeway International Value NextShares,7/19/2018,FALSE,N/A,14434
1410,CIVI,Civitas Solutions Inc.,7/19/2018,TRUE,cs,8964
1411,CIX,CompX International Inc.,7/19/2018,TRUE,cs,1268
1412,CIZ,Compass EMP International 500 Enhanced Volatility,7/19/2018,TRUE,N/A,9329
1413,CIZN,Citizens Holding Company,7/19/2018,TRUE,cs,1269
1414,CJ,C&J Energy Services Inc.,7/19/2018,TRUE,cs,12438
1415,CJJD,China Jo-Jo Drugstores Inc.,7/19/2018,TRUE,cs,1271
1416,CJNK,SPDR ICE BofAML Crossover Corporate Bond,7/19/2018,TRUE,et,7614
1417,CKH,SEACOR Holdings Inc.,7/19/2018,TRUE,cs,1273
1418,CKPT,Checkpoint Therapeutics Inc.,7/19/2018,TRUE,cs,13067
1419,CKX,CKX Lands Inc.,7/19/2018,TRUE,cs,1276
1420,CL,Colgate-Palmolive Company,7/19/2018,TRUE,cs,1277
1421,CLAR,Clarus Corporation,7/19/2018,TRUE,cs,671
1422,CLB,Core Laboratories N.V.,7/19/2018,TRUE,cs,1280
1423,CLBK,Columbia Financial Inc.,7/19/2018,TRUE,cs,14097
1424,CLBS,Caladrius Biosciences Inc.,7/19/2018,TRUE,cs,4719
1425,CLCT,Collectors Universe Inc.,7/19/2018,TRUE,cs,1283
1426,CLD,Cloud Peak Energy Inc,7/19/2018,TRUE,cs,1284
1427,CLDC,China Lending Corporation,7/19/2018,TRUE,cs,9406
1428,CLDR,Cloudera Inc.,7/19/2018,TRUE,cs,12813
1429,CLDT,Chatham Lodging Trust (REIT) of Beneficial Interest,7/19/2018,TRUE,cs,1285
1430,CLDX,Celldex Therapeutics Inc.,7/19/2018,TRUE,cs,1286
1431,CLF,Cleveland-Cliffs Inc.,7/19/2018,TRUE,cs,1287
1432,CLFD,Clearfield Inc.,7/19/2018,TRUE,cs,1288
1433,CLGN,CollPlant Holdings Ltd.,7/19/2018,TRUE,cs,14107
1434,CLGX,CoreLogic Inc.,7/19/2018,TRUE,cs,1289
1435,CLH,Clean Harbors Inc.,7/19/2018,TRUE,cs,1290
1436,CLI,Mack-Cali Realty Corporation,7/19/2018,TRUE,cs,1291
1437,CLIR,ClearSign Combustion Corporation,7/19/2018,TRUE,cs,1292
1438,CLIRW,ClearSign Combustion Corporation Warrant,7/19/2018,TRUE,N/A,12345
1439,CLIX,ProShares Long Online/Short Stores,7/19/2018,TRUE,N/A,13791
1440,CLLS,Cellectis S.A.,7/19/2018,TRUE,cs,9761
1441,CLM,Cornerstone Strategic Value Fund Inc.,7/19/2018,TRUE,cs,1293
1442,CLMT,Calumet Specialty Products Partners L.P.,7/19/2018,TRUE,cs,1295
1443,CLNC,Colony Credit Real Estate Inc. Class A,7/19/2018,TRUE,cs,14091
1444,CLNE,Clean Energy Fuels Corp.,7/19/2018,TRUE,cs,1296
1445,CLNY,Colony Capital Inc.,7/19/2018,TRUE,cs,11739
1446,CLNY-B,Colony Capital Inc. 8.25% Series B cumulative redeemable perpetual preferred stock,7/19/2018,TRUE,ps,12280
1447,CLNY-E,Colony Capital Inc. 8.75% Series E cumulative redeemable perpetual preferred stock,7/19/2018,TRUE,ps,12278
1448,CLNY-G,Colony Capital Inc. 7.50% Series G cumulative redeemable perpetual preferred stock,7/19/2018,TRUE,ps,12284
1449,CLNY-H,Colony Capital Inc. 7.125% Series H cumulative redeemable perpetual preferred stock,7/19/2018,TRUE,ps,12285
1450,CLNY-I,Colony Capital Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock,7/19/2018,TRUE,ps,13003
1451,CLNY-J,Colony Capital Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock,7/19/2018,TRUE,ps,13458
1452,CLPR,Clipper Realty Inc.,7/19/2018,TRUE,cs,12362
1453,CLPS,CLPS Incorporation,7/19/2018,TRUE,cs,14312
1454,CLR,Continental Resources Inc.,7/19/2018,TRUE,cs,1301
1455,CLRB,Cellectar Biosciences Inc.,7/19/2018,TRUE,cs,9155
1456,CLRBW,Cellectar Biosciences Inc. Warrants,7/19/2018,TRUE,N/A,9158
1457,CLRBZ,Cellectar Biosciences Inc. Series A Warrants,7/19/2018,TRUE,N/A,11255
1458,CLRG,IQ Chaikin U.S. Large Cap ETF,7/19/2018,TRUE,N/A,13896
1459,CLRO,ClearOne Inc.,7/19/2018,TRUE,cs,1302
1460,CLS,Celestica Inc.,7/19/2018,TRUE,cs,1305
1461,CLSD,Clearside Biomedical Inc.,7/19/2018,TRUE,cs,11011
1462,CLSN,Celsion Corporation,7/19/2018,TRUE,cs,1306
1463,CLTL,Invesco Treasury Collateral,7/19/2018,TRUE,N/A,12286
1464,CLUB,Town Sports International Holdings Inc.,7/19/2018,TRUE,cs,1307
1465,CLVS,Clovis Oncology Inc.,7/19/2018,TRUE,cs,1309
1466,CLW,Clearwater Paper Corporation,7/19/2018,TRUE,cs,1310
1467,CLWT,Euro Tech Holdings Company Limited,7/19/2018,TRUE,cs,1311
1468,CLX,Clorox Company (The),7/19/2018,TRUE,cs,1312
1469,CLXT,Calyxt Inc.,7/19/2018,TRUE,cs,13152
1470,CLY,iShares 10 Year Credit Bond,7/19/2018,TRUE,et,1313
1471,CLYH,iShares Interest Rate Hedged 10 Year Credit Bond,7/19/2018,TRUE,N/A,10324
1472,CM,Canadian Imperial Bank of Commerce,7/19/2018,TRUE,cs,1314
1473,CMA,Comerica Incorporated,7/19/2018,TRUE,cs,1315
1474,CMA+,Comerica Incorporated Warrant expiring November 14 2018,7/19/2018,TRUE,N/A,7931
1475,CMBS,iShares CMBS Bond,7/19/2018,TRUE,et,1316
1476,CMC,Commercial Metals Company,7/19/2018,TRUE,cs,1317
1477,CMCL,Caledonia Mining Corporation Plc,7/19/2018,TRUE,cs,13185
1478,CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class,7/19/2018,TRUE,cs,8570
1479,CMCO,Columbus McKinnon Corporation,7/19/2018,TRUE,cs,1318
1480,CMCSA,Comcast Corporation Class A Common Stock,7/19/2018,TRUE,cs,1319
1481,CMCT,CIM Commercial Trust Corporation,7/19/2018,TRUE,cs,5282
1482,CMCTP,CIM Commercial Trust Corporation Series L Preferred Stock,7/19/2018,TRUE,ps,13831
1483,CMD,Cantel Medical Corp.,7/19/2018,TRUE,cs,1331
1484,CMDT,iShares Commodity Optimized Trust,7/19/2018,TRUE,N/A,7724
1485,CMDY,iShares Bloomberg Roll Select Commodity Strategy,7/19/2018,TRUE,N/A,14341
1486,CME,CME Group Inc.,7/19/2018,TRUE,cs,1322
1487,CMF,iShares California Muni Bond,7/19/2018,TRUE,et,1323
1488,CMFN,CM Finance Inc,7/19/2018,TRUE,cs,8270
1489,CMFNL,,7/19/2018,TRUE,N/A,14826
1490,CMG,Chipotle Mexican Grill Inc.,7/19/2018,TRUE,cs,1325
1491,CMI,Cummins Inc.,7/19/2018,TRUE,cs,1327
1492,CMO,Capstead Mortgage Corporation,7/19/2018,TRUE,cs,1332
1493,CMO-E,Capstead Mortgage Corporation Pfd Ser E,7/19/2018,TRUE,ps,1333
1494,CMP,Compass Minerals Intl Inc,7/19/2018,TRUE,cs,1334
1495,CMPR,Cimpress N.V,7/19/2018,TRUE,cs,7336
1496,CMRE,Costamare Inc. $0.0001 par value,7/19/2018,TRUE,cs,1335
1497,CMRE-B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),7/19/2018,TRUE,ps,14586
1498,CMRE-C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),7/19/2018,TRUE,ps,14587
1499,CMRE-D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,7/19/2018,TRUE,ps,14588
1500,CMRE-E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,7/19/2018,TRUE,ps,14589
1501,CMRX,Chimerix Inc.,7/19/2018,TRUE,cs,1336
1502,CMS,CMS Energy Corporation,7/19/2018,TRUE,cs,1337
1503,CMS-B,CMS Energy Corporation Preferred Stock,7/19/2018,TRUE,ps,1338
1504,CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,7/19/2018,TRUE,N/A,14246
1505,CMSS,CM Seven Star Acquisition Corporation,7/19/2018,TRUE,cs,13702
1506,CMSSR,CM Seven Star Acquisition Corporation Right,7/19/2018,TRUE,N/A,13703
1507,CMSSU,CM Seven Star Acquisition Corporation Unit,7/19/2018,TRUE,su,13415
1508,CMSSW,CM Seven Star Acquisition Corporation Warrant,7/19/2018,TRUE,N/A,13726
1509,CMT,Core Molding Technologies Inc,7/19/2018,TRUE,cs,1340
1510,CMTA,Clementia Pharmaceuticals Inc.,7/19/2018,TRUE,cs,13192
1511,CMTL,Comtech Telecommunications Corp.,7/19/2018,TRUE,cs,1341
1512,CMU,MFS Municipal Income Trust,7/19/2018,TRUE,cs,1342
1513,CN,Xtrackers MSCI All China Equity,7/19/2018,TRUE,N/A,8577
1514,CNA,CNA Financial Corporation,7/19/2018,TRUE,cs,1343
1515,CNAC,Constellation Alpha Capital Corp.,7/19/2018,TRUE,cs,13235
1516,CNACR,Constellation Alpha Capital Corp. Right,7/19/2018,TRUE,N/A,13236
1517,CNACU,Constellation Alpha Capital Corp. Unit,7/19/2018,TRUE,su,12937
1518,CNACW,Constellation Alpha Capital Corp. Warrant,7/19/2018,TRUE,N/A,13245
1519,CNAT,Conatus Pharmaceuticals Inc.,7/19/2018,TRUE,cs,1344
1520,CNBKA,Century Bancorp Inc. Class A Common Stock,7/19/2018,TRUE,cs,1346
1521,CNC,Centene Corporation,7/19/2018,TRUE,cs,1347
1522,CNCE,Concert Pharmaceuticals Inc.,7/19/2018,TRUE,cs,8263
1523,CNCR,Loncar Cancer Immunotherapy ETF,7/19/2018,TRUE,N/A,10691
1524,CNDF,iShares Edge MSCI Multifactor Consumer Discretionary,7/19/2018,TRUE,N/A,11341
1525,CNDT,Conduent Incorporated,7/19/2018,TRUE,cs,12189
1526,CNET,ChinaNet Online Holdings Inc.,7/19/2018,TRUE,cs,1351
1527,CNFR,Conifer Holdings Inc.,7/19/2018,TRUE,cs,10386
1528,CNHI,CNH Industrial N.V.,7/19/2018,TRUE,cs,7809
1529,CNHX,CSOP MSCI China A International Hedged,7/19/2018,TRUE,N/A,10710
1530,CNI,Canadian National Railway Company,7/19/2018,TRUE,cs,1353
1531,CNK,Cinemark Holdings Inc Inc.,7/19/2018,TRUE,cs,1355
1532,CNMD,CONMED Corporation,7/19/2018,TRUE,cs,1357
1533,CNNE,Cannae Holdings Inc.,7/19/2018,TRUE,cs,13057
1534,CNO,CNO Financial Group Inc.,7/19/2018,TRUE,cs,1358
1535,CNOB,ConnectOne Bancorp Inc.,7/19/2018,TRUE,cs,1345
1536,CNP,CenterPoint Energy Inc (Holding Co),7/19/2018,TRUE,cs,1360
1537,CNQ,Canadian Natural Resources Limited,7/19/2018,TRUE,cs,1362
1538,CNS,Cohen & Steers Inc,7/19/2018,TRUE,cs,1365
1539,CNSF,iShares Edge MSCI Multifactor Consumer Staples,7/19/2018,TRUE,N/A,11342
1540,CNSL,Consolidated Communications Holdings Inc.,7/19/2018,TRUE,cs,1367
1541,CNST,,7/19/2018,TRUE,N/A,14772
1542,CNTF,China TechFaith Wireless Communication Technology Limited,7/19/2018,TRUE,cs,1368
1543,CNTY,Century Casinos Inc.,7/19/2018,TRUE,cs,1369
1544,CNX,CNX Resources Corporation,7/19/2018,TRUE,cs,1371
1545,CNXM,CNX Midstream Partners LP representing limited partner interests,7/19/2018,TRUE,cs,9277
1546,CNXN,PC Connection Inc.,7/19/2018,TRUE,cs,5283
1547,CNXT,VanEck Vectors ChinaAMC SME-ChNext,7/19/2018,TRUE,cs,8987
1548,CNY,Market Vectors Chinese Renminbi/USD ETN,7/19/2018,TRUE,et,1372
1549,CNYA,iShares MSCI China A,7/19/2018,TRUE,N/A,11473
1550,CO,Global Cord Blood Corporation,7/19/2018,TRUE,cs,1375
1551,COBZ,CoBiz Financial Inc.,7/19/2018,TRUE,cs,1381
1552,COCP,Cocrystal Pharma Inc.,7/19/2018,TRUE,cs,14241
1553,CODA,Coda Octopus Group Inc.,7/19/2018,TRUE,cs,13161
1554,CODI,Compass Diversified Holdings Shares of Beneficial Interest,7/19/2018,TRUE,cs,1384
1555,CODI-A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in,7/19/2018,TRUE,ps,13098
1556,CODI-B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in,7/19/2018,TRUE,ps,14260
1557,CODX,Co-Diagnostics Inc.,7/19/2018,TRUE,cs,12847
1558,COE,China Online Education Group American depositary shares each representing 15 Class A,7/19/2018,TRUE,cs,11416
1559,COF,Capital One Financial Corporation,7/19/2018,TRUE,cs,1385
1560,COF+,Capital One Financial Corporation Warrants expiring November 14 2018,7/19/2018,TRUE,N/A,7932
1561,COF-C,Capital One Financial Corp Depository Shares Representing 1/40th Int Perp Pfd Ser C%,7/19/2018,TRUE,ps,8837
1562,COF-D,Capital One Financial Corp Depository Shares Series D,7/19/2018,TRUE,ps,9478
1563,COF-F,Capital One Financial Corporation Depositary Shares Series F,7/19/2018,TRUE,ps,10455
1564,COF-G,Capital One Financial Corporation Depositary Shares Series G,7/19/2018,TRUE,ps,11694
1565,COF-H,Capital One Financial Corporation Depositary Shares Series H,7/19/2018,TRUE,ps,12152
1566,COF-P,Capital One Financial Corp Pfd Ser B,7/19/2018,TRUE,ps,1386
1567,COG,Cabot Oil & Gas Corporation,7/19/2018,TRUE,cs,1387
1568,COHN,Cohen & Company Inc.,7/19/2018,TRUE,cs,3448
1569,COHR,Coherent Inc.,7/19/2018,TRUE,cs,1390
1570,COHU,Cohu Inc.,7/19/2018,TRUE,cs,1391
1571,COKE,Coca-Cola Bottling Co. Consolidated,7/19/2018,TRUE,cs,1392
1572,COL,Rockwell Collins Inc.,7/19/2018,TRUE,cs,1393
1573,COLB,Columbia Banking System Inc.,7/19/2018,TRUE,cs,1394
1574,COLD,Americold Realty Trust,7/19/2018,TRUE,cs,14001
1575,COLL,Collegium Pharmaceutical Inc.,7/19/2018,TRUE,cs,9888
1576,COLM,Columbia Sportswear Company,7/19/2018,TRUE,cs,1396
1577,COM,Direxion Auspice Broad Commodity Strategy,7/19/2018,TRUE,N/A,12746
1578,COMB,GraniteShares Bloomberg Commodity Broad Strategy No K-1,7/19/2018,TRUE,N/A,12943
1579,COMG,GraniteShares S&P GSCI Commodity Broad Strategy No K-1,7/19/2018,TRUE,N/A,12944
1580,COMM,CommScope Holding Company Inc.,7/19/2018,TRUE,cs,8040
1581,COMT,iShares Commodities Select Strategy ETF,7/19/2018,TRUE,N/A,9373
1582,CONE,CyrusOne Inc,7/19/2018,TRUE,cs,1398
1583,CONN,Conn's Inc.,7/19/2018,TRUE,cs,1399
1584,COO,The Cooper Companies Inc.,7/19/2018,TRUE,cs,1400
1585,COOL,PolarityTE Inc.,7/19/2018,TRUE,cs,1401
1586,COP,ConocoPhillips,7/19/2018,TRUE,cs,1402
1587,COPX,Global X Copper Miners,7/19/2018,TRUE,N/A,1403
1588,COR,CoreSite Realty Corporation,7/19/2018,TRUE,cs,1404
1589,CORE,Core-Mark Holding Company Inc.,7/19/2018,TRUE,cs,1406
1590,CORI,Corium International Inc.,7/19/2018,TRUE,cs,8359
1591,CORN,Teucrium Corn Fund ETV,7/19/2018,TRUE,et,1407
1592,CORP,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,7/19/2018,TRUE,et,1408
1593,CORR,CorEnergy Infrastructure Trust Inc.,7/19/2018,TRUE,cs,1409
1594,CORR-A,CorEnergy Infrastructure Trust Inc. Depositary Shares Series A,7/19/2018,TRUE,ps,9780
1595,CORT,Corcept Therapeutics Incorporated,7/19/2018,TRUE,cs,1410
1596,CORV,Correvio Pharma Corp.,7/19/2018,TRUE,cs,1473
1597,COST,Costco Wholesale Corporation,7/19/2018,TRUE,cs,1412
1598,COT,Cott Corporation,7/19/2018,TRUE,cs,1413
1599,COTV,Cotiviti Holdings Inc.,7/19/2018,TRUE,cs,11378
1600,COTY,Coty Inc. Class A,7/19/2018,TRUE,cs,1414
1601,COUP,Coupa Software Incorporated,7/19/2018,TRUE,cs,11803
1602,COWB,iPathA Series B Bloomberg Livestock Subindex Total Return ETN,7/19/2018,TRUE,N/A,14044
1603,COWN,Cowen Inc.,7/19/2018,TRUE,cs,1418
1604,COWNL,,7/19/2018,TRUE,N/A,14731
1605,COWNZ,Cowen Inc. 7.35% Senior Notes Due 2027,7/19/2018,TRUE,N/A,13923
1606,COWZ,Pacer US Cash Cows 100,7/19/2018,TRUE,N/A,12202
1607,CP,Canadian Pacific Railway Limited,7/19/2018,TRUE,cs,1420
1608,CPA,Copa Holdings S.A. Class A,7/19/2018,TRUE,cs,1421
1609,CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five),7/19/2018,TRUE,cs,1422
1610,CPAH,CounterPath Corporation,7/19/2018,TRUE,cs,1423
1611,CPB,Campbell Soup Company,7/19/2018,TRUE,cs,1424
1612,CPE,Callon Petroleum Company,7/19/2018,TRUE,cs,1425
1613,CPE-A,Callon Petroleum Company Preferred Shares Series A 10%,7/19/2018,TRUE,ps,1426
1614,CPER,United States Copper Index Fund ETV,7/19/2018,TRUE,et,1427
1615,CPF,Central Pacific Financial Corp New,7/19/2018,TRUE,cs,1428
1616,CPG,Crescent Point Energy Corporation (Canada),7/19/2018,TRUE,cs,8221
1617,CPHC,Canterbury Park Holding Corporation,7/19/2018,TRUE,cs,11572
1618,CPHI,China Pharma Holdings Inc.,7/19/2018,TRUE,cs,1432
1619,CPI,IQ Real Return,7/19/2018,TRUE,et,1433
1620,CPIX,Cumberland Pharmaceuticals Inc.,7/19/2018,TRUE,cs,1434
1621,CPK,Chesapeake Utilities Corporation,7/19/2018,TRUE,cs,1435
1622,CPL,CPFL Energia S.A. American Depositary Shares,7/19/2018,TRUE,cs,1436
1623,CPLA,Capella Education Company,7/19/2018,TRUE,cs,1437
1624,CPLG,CorePoint Lodging Inc.,7/19/2018,TRUE,cs,14567
1625,CPLP,Capital Product Partners L.P.,7/19/2018,TRUE,cs,1438
1626,CPRT,Copart Inc.,7/19/2018,TRUE,cs,1440
1627,CPRX,Catalyst Pharmaceuticals Inc.,7/19/2018,TRUE,cs,1441
1628,CPS,Cooper-Standard Holdings Inc.,7/19/2018,TRUE,cs,8020
1629,CPSH,CPS Technologies Corp.,7/19/2018,TRUE,cs,9663
1630,CPSI,Computer Programs and Systems Inc.,7/19/2018,TRUE,cs,1442
1631,CPSS,Consumer Portfolio Services Inc.,7/19/2018,TRUE,cs,1444
1632,CPST,Capstone Turbine Corporation,7/19/2018,TRUE,cs,1445
1633,CPT,Camden Property Trust,7/19/2018,TRUE,cs,1446
1634,CPTA,Capitala Finance Corp.,7/19/2018,TRUE,cs,1447
1635,CPTAG,Capitala Finance Corp. 5.75% Convertible Notes Due 2022,7/19/2018,TRUE,N/A,12977
1636,CPTAL,Capitala Finance Corp. 6% Notes Due 2022,7/19/2018,TRUE,N/A,12949
1637,CQH,Cheniere Energy Partners LP Holdings LLC,7/19/2018,TRUE,cs,8151
1638,CQP,Cheniere Energy Partners LP,7/19/2018,TRUE,cs,1450
1639,CQQQ,Invesco China Technology,7/19/2018,TRUE,N/A,14652
1640,CR,Crane Company,7/19/2018,TRUE,cs,1452
1641,CRAI,CRA InternationalInc.,7/19/2018,TRUE,cs,1453
1642,CRAK,VanEck Vectors Oil Refiners,7/19/2018,TRUE,N/A,10412
1643,CRAY,Cray Inc,7/19/2018,TRUE,cs,1454
1644,CRBN,iShares MSCI ACWI Low Carbon Target,7/19/2018,TRUE,N/A,9559
1645,CRBP,Corbus Pharmaceuticals Holdings Inc.,7/19/2018,TRUE,cs,9920
1646,CRC,California Resources Corporation,7/19/2018,TRUE,cs,9351
1647,CRCM,Care.com Inc.,7/19/2018,TRUE,cs,8211
1648,CRD.A,Crawford & Company,7/19/2018,TRUE,cs,1456
1649,CRD.B,Crawford & Company,7/19/2018,TRUE,cs,1457
1650,CRED,iShares U.S. Credit Bond ETF,7/19/2018,TRUE,et,1181
1651,CREE,Cree Inc.,7/19/2018,TRUE,cs,1460
1652,CREG,China Recycling Energy Corporation,7/19/2018,TRUE,cs,1461
1653,CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares each representing ten shares of Common Stock,7/19/2018,TRUE,cs,1462
1654,CRF,Cornerstone Total Return Fund Inc. (The),7/19/2018,TRUE,cs,1463
1655,CRH,CRH PLC American Depositary Shares,7/19/2018,TRUE,cs,1464
1656,CRHM,CRH Medical Corporation of Beneficial Interest,7/19/2018,TRUE,cs,10483
1657,CRI,Carter's Inc.,7/19/2018,TRUE,cs,1465
1658,CRIS,Curis Inc.,7/19/2018,TRUE,cs,1466
1659,CRK,Comstock Resources Inc.,7/19/2018,TRUE,cs,1467
1660,CRL,Charles River Laboratories International Inc.,7/19/2018,TRUE,cs,1468
1661,CRM,Salesforce.com Inc,7/19/2018,TRUE,cs,1469
1662,CRMD,CorMedix Inc,7/19/2018,TRUE,cs,1472
1663,CRMT,America's Car-Mart Inc.,7/19/2018,TRUE,cs,1474
1664,CRNT,Ceragon Networks Ltd.,7/19/2018,TRUE,cs,1475
1665,CRNX,Crinetics Pharmaceuticals Inc.,7/19/2018,TRUE,N/A,14773
1666,CROC,ProShares UltraShort Australian Dollar,7/19/2018,TRUE,et,1476
1667,CRON,Cronos Group Inc.,7/19/2018,TRUE,cs,14203
1668,CROP,IQ Global Agribusiness Small Cap,7/19/2018,TRUE,et,1477
1669,CROX,Crocs Inc.,7/19/2018,TRUE,cs,1478
1670,CRR,Carbo Ceramics Inc.,7/19/2018,TRUE,cs,1479
1671,CRS,Carpenter Technology Corporation,7/19/2018,TRUE,cs,1482
1672,CRSP,CRISPR Therapeutics AG,7/19/2018,TRUE,cs,11934
1673,CRT,Cross Timbers Royalty Trust,7/19/2018,TRUE,cs,1484
1674,CRTO,Criteo S.A.,7/19/2018,TRUE,cs,8059
1675,CRUS,Cirrus Logic Inc.,7/19/2018,TRUE,cs,1487
1676,CRUSC,Calvert Ultra-Short Duration Income NextShares,7/19/2018,FALSE,N/A,14002
1677,CRVL,CorVel Corp.,7/19/2018,TRUE,cs,1489
1678,CRVS,Corvus Pharmaceuticals Inc.,7/19/2018,TRUE,cs,10995
